V2	L1	L2	L3	L4	L5	L6	L7	L8	L9
OTU_14654_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14670_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14766_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14887_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15087_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12261_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12284_4	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14323_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14440_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14454_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14497_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14703_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14751_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14773_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14797_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14805_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14822_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14835_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14840_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14841_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14911_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15200_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15287_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15312_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15424_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12208_5	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12227_5	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12283_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14496_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14507_4	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14663_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14698_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14724_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14761_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14767_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14791_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14842_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14855_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14892_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14895_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15005_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15049_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15202_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15218_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15247_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12350_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14458_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14493_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14550_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14583_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14656_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14690_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14754_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14772_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14807_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14815_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14819_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14858_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15138_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15308_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15587_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12135_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12156_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12211_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12227_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14349_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14749_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14757_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14770_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14782_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14809_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14831_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14833_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14848_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14850_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15114_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15208_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_11741_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13671_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14577_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14579_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14903_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15178_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_11900_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14281_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14563_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15122_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15156_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15735_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13348_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13654_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14121_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14381_4	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14680_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14762_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15086_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14149_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14862_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13807_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14289_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14493_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14629_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14684_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14778_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15040_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13974_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14101_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14613_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14651_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14664_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14746_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15187_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14478_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14516_4	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14614_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13957_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14062_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14447_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14459_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14614_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14978_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15010_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12109_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14330_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14400_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14603_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14784_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14823_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15192_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14476_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_11822_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12142_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14112_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14335_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14526_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14600_4	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14723_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14746_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14133_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12047_5	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12795_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14108_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14146_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14391_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14426_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15068_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14373_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14605_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14799_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14976_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14289_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14309_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14386_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14603_4	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14813_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14904_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15003_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15022_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15780_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14345_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14498_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14595_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14061_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14388_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14809_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14282_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14428_4	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14565_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12193_4	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12261_4	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13663_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13690_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13902_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14264_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14360_4	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14504_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14819_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14845_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15107_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12153_4	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14479_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
